stressor,dominant_mechanism_mode,compute_share,memory_io_share,thermal_power_share,scheduler_runtime_share,platform_pressure_share,feature_profile
ATOMIC,compute,0.3351803844564169,0.3286480291780295,0.09621163418161396,0.1148544551860224,0.12510549699791723,full
BRANCH,memory_io,0.30212515464818257,0.39932709069116984,0.07012209413603741,0.14015314571218576,0.08827251481242444,full
CACHE,compute,0.47196130857003155,0.3097206001278176,0.059556200539005,0.08172535582742951,0.07703653493571626,full
MEMBW,memory_io,0.30994857042315993,0.37056045941673027,0.08518040437764154,0.11346899655877035,0.12084156922369796,full
TLB,memory_io,0.3372902100301872,0.34838161132588286,0.09626874855828244,0.11453423957466445,0.10352519051098306,full
